pt,location,year_report,year_birth,age,n_doses,value,source
ON,Thunder Bay District Health Unit,2023,NA,8,2,0.8690000000000001,PT
ON,Thunder Bay District Health Unit,2023,NA,9,2,0.905,PT
ON,Thunder Bay District Health Unit,2023,NA,10,2,0.9329999999999999,PT
ON,Thunder Bay District Health Unit,2023,NA,11,2,0.905,PT
ON,Thunder Bay District Health Unit,2023,NA,12,2,0.9420000000000001,PT
ON,Thunder Bay District Health Unit,2023,NA,13,2,0.94,PT
ON,Thunder Bay District Health Unit,2023,NA,14,2,0.9540000000000001,PT
ON,Thunder Bay District Health Unit,2023,NA,15,2,0.9490000000000001,PT
ON,Thunder Bay District Health Unit,2023,NA,16,2,0.9440000000000001,PT
ON,Thunder Bay District Health Unit,2023,NA,17,2,0.958,PT
ON,Timiskaming Health Unit,2023,NA,5,2,0.8170000000000001,PT
ON,Timiskaming Health Unit,2023,NA,6,2,0.868,PT
ON,Timiskaming Health Unit,2023,NA,7,2,0.9,PT
ON,Timiskaming Health Unit,2023,NA,8,2,0.925,PT
ON,Timiskaming Health Unit,2023,NA,9,2,0.912,PT
ON,Timiskaming Health Unit,2023,NA,10,2,0.914,PT
ON,Timiskaming Health Unit,2023,NA,11,2,0.938,PT
ON,Timiskaming Health Unit,2023,NA,12,2,0.935,PT
ON,Timiskaming Health Unit,2023,NA,13,2,0.958,PT
ON,Timiskaming Health Unit,2023,NA,14,2,0.966,PT
ON,Timiskaming Health Unit,2023,NA,15,2,0.975,PT
ON,Timiskaming Health Unit,2023,NA,16,2,0.976,PT
ON,Timiskaming Health Unit,2023,NA,17,2,0.971,PT
ON,Toronto Public Health,2023,NA,5,2,0.061,PT
ON,Toronto Public Health,2023,NA,6,2,0.083,PT
ON,Toronto Public Health,2023,NA,7,2,0.69,PT
ON,Toronto Public Health,2023,NA,8,2,0.46,PT
ON,Toronto Public Health,2023,NA,9,2,0.595,PT
ON,Toronto Public Health,2023,NA,10,2,0.642,PT
ON,Toronto Public Health,2023,NA,11,2,0.7020000000000001,PT
ON,Toronto Public Health,2023,NA,12,2,0.799,PT
ON,Toronto Public Health,2023,NA,13,2,0.82,PT
ON,Toronto Public Health,2023,NA,14,2,0.855,PT
ON,Toronto Public Health,2023,NA,15,2,0.85,PT
ON,Toronto Public Health,2023,NA,16,2,0.84,PT
ON,Toronto Public Health,2023,NA,17,2,0.872,PT
ON,Wellington-Dufferin-Guelph Public Health,2023,NA,5,2,0.665,PT
ON,Wellington-Dufferin-Guelph Public Health,2023,NA,6,2,0.711,PT
ON,Wellington-Dufferin-Guelph Public Health,2023,NA,7,2,0.905,PT
ON,Wellington-Dufferin-Guelph Public Health,2023,NA,8,2,0.9309999999999999,PT
ON,Wellington-Dufferin-Guelph Public Health,2023,NA,9,2,0.937,PT
ON,Wellington-Dufferin-Guelph Public Health,2023,NA,10,2,0.948,PT
ON,Wellington-Dufferin-Guelph Public Health,2023,NA,11,2,0.9520000000000001,PT
ON,Wellington-Dufferin-Guelph Public Health,2023,NA,12,2,0.961,PT
ON,Wellington-Dufferin-Guelph Public Health,2023,NA,13,2,0.9620000000000001,PT
ON,Wellington-Dufferin-Guelph Public Health,2023,NA,14,2,0.963,PT
ON,Wellington-Dufferin-Guelph Public Health,2023,NA,15,2,0.9640000000000001,PT
ON,Wellington-Dufferin-Guelph Public Health,2023,NA,16,2,0.965,PT
ON,Wellington-Dufferin-Guelph Public Health,2023,NA,17,2,0.973,PT
ON,Windsor-Essex County Health Unit,2023,NA,5,2,0.527,PT
ON,Windsor-Essex County Health Unit,2023,NA,6,2,0.596,PT
ON,Windsor-Essex County Health Unit,2023,NA,7,2,0.852,PT
ON,Windsor-Essex County Health Unit,2023,NA,8,2,0.929,PT
ON,Windsor-Essex County Health Unit,2023,NA,9,2,0.94,PT
ON,Windsor-Essex County Health Unit,2023,NA,10,2,0.937,PT
ON,Windsor-Essex County Health Unit,2023,NA,11,2,0.9420000000000001,PT
ON,Windsor-Essex County Health Unit,2023,NA,12,2,0.948,PT
ON,Windsor-Essex County Health Unit,2023,NA,13,2,0.956,PT
ON,Windsor-Essex County Health Unit,2023,NA,14,2,0.9540000000000001,PT
ON,Windsor-Essex County Health Unit,2023,NA,15,2,0.943,PT
ON,Windsor-Essex County Health Unit,2023,NA,16,2,0.9359999999999999,PT
ON,Windsor-Essex County Health Unit,2023,NA,17,2,0.935,PT
ON,York Region Public Health,2023,NA,5,2,0.29600000000000004,PT
ON,York Region Public Health,2023,NA,6,2,0.45399999999999996,PT
ON,York Region Public Health,2023,NA,7,2,0.8240000000000001,PT
ON,York Region Public Health,2023,NA,8,2,0.836,PT
ON,York Region Public Health,2023,NA,9,2,0.359,PT
ON,York Region Public Health,2023,NA,10,2,0.466,PT
ON,York Region Public Health,2023,NA,11,2,0.765,PT
ON,York Region Public Health,2023,NA,12,2,0.878,PT
ON,York Region Public Health,2023,NA,13,2,0.9009999999999999,PT
ON,York Region Public Health,2023,NA,14,2,0.902,PT
ON,York Region Public Health,2023,NA,15,2,0.852,PT
ON,York Region Public Health,2023,NA,16,2,0.8490000000000001,PT
ON,York Region Public Health,2023,NA,17,2,0.861,PT
MB,Manitoba,2023,NA,2,1,0.799,PT
MB,Winnipeg RHA,2023,NA,2,1,0.846,PT
MB,Southern Health-Santé Sud,2023,NA,2,1,0.638,PT
MB,Interlake-Eastern RHA,2023,NA,2,1,0.799,PT
MB,Prairie Mountain Health,2023,NA,2,1,0.835,PT
MB,Northern Health Region,2023,NA,2,1,0.818,PT
MB,Manitoba,2023,NA,7,2,0.654,PT
MB,Winnipeg RHA,2023,NA,7,2,0.667,PT
MB,Southern Health-Santé Sud,2023,NA,7,2,0.5329999999999999,PT
MB,Interlake-Eastern RHA,2023,NA,7,2,0.682,PT
MB,Prairie Mountain Health,2023,NA,7,2,0.728,PT
MB,Northern Health Region,2023,NA,7,2,0.6940000000000001,PT
MB,Manitoba,2023,NA,13,2,0.772,PT
MB,Winnipeg RHA,2023,NA,13,2,0.732,PT
MB,Southern Health-Santé Sud,2023,NA,13,2,0.741,PT
MB,Interlake-Eastern RHA,2023,NA,13,2,0.841,PT
MB,Prairie Mountain Health,2023,NA,13,2,0.852,PT
MB,Northern Health Region,2023,NA,13,2,0.914,PT
MB,Manitoba,2023,NA,17,2,0.773,PT
MB,Winnipeg RHA,2023,NA,17,2,0.6990000000000001,PT
MB,Southern Health-Santé Sud,2023,NA,17,2,0.797,PT
MB,Interlake-Eastern RHA,2023,NA,17,2,0.865,PT
MB,Prairie Mountain Health,2023,NA,17,2,0.8759999999999999,PT
MB,Northern Health Region,2023,NA,17,2,0.9570000000000001,PT
AB,Alberta,2014,2001,NA,1+,0.9638000000000001,PT
AB,Alberta,2015,2002,NA,1+,0.9651000000000001,PT
AB,Alberta,2016,2003,NA,1+,0.9666000000000001,PT
AB,Alberta,2017,2004,NA,1+,0.9692000000000001,PT
AB,Alberta,2018,2005,NA,1+,0.9709,PT
AB,Alberta,2019,2006,NA,1+,0.9681000000000002,PT
AB,Alberta,2020,2007,NA,1+,0.9630000000000001,PT
AB,Alberta,2021,2008,NA,1+,0.9564000000000001,PT
AB,Alberta,2022,2009,NA,1+,0.9525,PT
AB,Alberta,2023,2010,NA,1+,0.9495,PT
AB,Alberta,2014,1997,NA,1+,0.9623,PT
AB,Alberta,2015,1998,NA,1+,0.9651000000000001,PT
AB,Alberta,2016,1999,NA,1+,0.9671000000000001,PT
AB,Alberta,2017,2000,NA,1+,0.9694000000000002,PT
AB,Alberta,2018,2001,NA,1+,0.9703,PT
AB,Alberta,2019,2002,NA,1+,0.9722,PT
AB,Alberta,2020,2003,NA,1+,0.9775,PT
AB,Alberta,2021,2004,NA,1+,0.9784000000000002,PT
AB,Alberta,2022,2005,NA,1+,0.9783000000000002,PT
AB,Alberta,2023,2006,NA,1+,0.9727,PT
AB,Alberta,2014,2012,NA,1,0.8805,PT
AB,Alberta,2015,2013,NA,1,0.8711000000000001,PT
AB,Alberta,2016,2014,NA,1,0.8729,PT
AB,Alberta,2017,2015,NA,1,0.8704999999999999,PT
AB,Alberta,2018,2016,NA,1,0.8673000000000001,PT
AB,Alberta,2019,2017,NA,1,0.8696,PT
AB,Alberta,2020,2018,NA,1,0.8665,PT
AB,Alberta,2021,2019,NA,1,0.8320000000000001,PT
AB,Alberta,2022,2020,NA,1+,0.8207,PT
AB,Alberta,2023,2021,NA,1+,0.8167,PT
AB,Alberta,2014,2001,NA,2,0.9176000000000001,PT
AB,Alberta,2015,2002,NA,2,0.9168000000000001,PT
AB,Alberta,2016,2003,NA,2,0.9118,PT
AB,Alberta,2017,2004,NA,2,0.9145,PT
AB,Alberta,2018,2005,NA,2,0.9134000000000002,PT
AB,Alberta,2019,2006,NA,2,0.9146000000000001,PT
AB,Alberta,2020,2007,NA,2,0.9101,PT
AB,Alberta,2021,2008,NA,2,0.8981000000000001,PT
AB,Alberta,2022,2009,NA,2,0.8983000000000001,PT
AB,Alberta,2023,2010,NA,2,0.8961000000000001,PT
AB,Alberta,2014,1997,NA,2,0.9241000000000001,PT
AB,Alberta,2015,1998,NA,2,0.9275,PT
AB,Alberta,2016,1999,NA,2,0.9322,PT
AB,Alberta,2017,2000,NA,2,0.9349000000000001,PT
AB,Alberta,2018,2001,NA,2,0.9337000000000001,PT
AB,Alberta,2019,2002,NA,2,0.9356,PT
AB,Alberta,2020,2003,NA,2,0.9432,PT
AB,Alberta,2021,2004,NA,2,0.9435000000000001,PT
AB,Alberta,2022,2005,NA,2,0.936,PT
AB,Alberta,2023,2006,NA,2,0.9262,PT
AB,Alberta,2023,2021,NA,2,0.6931999999999999,PT
AB,Alberta,2014,2007,NA,2,0.8057,PT
AB,Alberta,2015,2008,NA,2,0.8130000000000002,PT
AB,Alberta,2016,2009,NA,2,0.8210000000000001,PT
AB,Alberta,2017,2010,NA,2,0.8163000000000001,PT
AB,Alberta,2018,2011,NA,2,0.8108,PT
AB,Alberta,2019,2012,NA,2,0.8172,PT
AB,Alberta,2020,2013,NA,2,0.7760000000000001,PT
AB,Alberta,2021,2014,NA,2,0.7473000000000001,PT
AB,Alberta,2022,2015,NA,2,0.7408,PT
AB,Alberta,2023,2016,NA,2,0.7263000000000001,PT
AB,South Zone,2014,2001,NA,1+,0.9578,PT
AB,South Zone,2015,2002,NA,1+,0.9601999999999999,PT
AB,South Zone,2016,2003,NA,1+,0.9571999999999999,PT
AB,South Zone,2017,2004,NA,1+,0.9668000000000001,PT
AB,South Zone,2018,2005,NA,1+,0.9632000000000001,PT
AB,South Zone,2019,2006,NA,1+,0.9595,PT
AB,South Zone,2020,2007,NA,1+,0.9544000000000001,PT
AB,South Zone,2021,2008,NA,1+,0.9457,PT
AB,South Zone,2022,2009,NA,1+,0.9375,PT
AB,South Zone,2023,2010,NA,1+,0.9321,PT
AB,South Zone,2014,1997,NA,1+,0.9631000000000002,PT
AB,South Zone,2015,1998,NA,1+,0.9668000000000001,PT
AB,South Zone,2016,1999,NA,1+,0.9698,PT
AB,South Zone,2017,2000,NA,1+,0.9638000000000001,PT
AB,South Zone,2018,2001,NA,1+,0.9646000000000001,PT
AB,South Zone,2019,2002,NA,1+,0.9694000000000002,PT
AB,South Zone,2020,2003,NA,1+,0.9670000000000001,PT
AB,South Zone,2021,2004,NA,1+,0.9731000000000002,PT
AB,South Zone,2022,2005,NA,1+,0.9701000000000001,PT
AB,South Zone,2023,2006,NA,1+,0.9656999999999999,PT
AB,South Zone,2014,2012,NA,1,0.8484000000000002,PT
AB,South Zone,2015,2013,NA,1,0.8207,PT
AB,South Zone,2016,2014,NA,1,0.8181000000000002,PT
AB,South Zone,2017,2015,NA,1,0.8171,PT
AB,South Zone,2018,2016,NA,1,0.8173,PT
AB,South Zone,2019,2017,NA,1,0.8014000000000001,PT
AB,South Zone,2020,2018,NA,1,0.8004000000000001,PT
AB,South Zone,2021,2019,NA,1,0.7418,PT
AB,South Zone,2022,2020,NA,1+,0.6989,PT
AB,South Zone,2023,2021,NA,1+,0.7143,PT
AB,South Zone,2014,2001,NA,2,0.9207,PT
AB,South Zone,2015,2002,NA,2,0.9211000000000001,PT
AB,South Zone,2016,2003,NA,2,0.9286000000000001,PT
AB,South Zone,2017,2004,NA,2,0.9213000000000001,PT
AB,South Zone,2018,2005,NA,2,0.914,PT
AB,South Zone,2019,2006,NA,2,0.9037000000000001,PT
AB,South Zone,2020,2007,NA,2,0.8989000000000001,PT
AB,South Zone,2021,2008,NA,2,0.8886000000000002,PT
AB,South Zone,2022,2009,NA,2,0.8838000000000001,PT
AB,South Zone,2023,2010,NA,2,0.8798,PT
AB,South Zone,2014,1997,NA,2,0.935,PT
AB,South Zone,2015,1998,NA,2,0.9443,PT
AB,South Zone,2016,1999,NA,2,0.9434000000000001,PT
AB,South Zone,2017,2000,NA,2,0.9412,PT
AB,South Zone,2018,2001,NA,2,0.9373,PT
AB,South Zone,2019,2002,NA,2,0.9413000000000001,PT
AB,South Zone,2020,2003,NA,2,0.9454,PT
AB,South Zone,2021,2004,NA,2,0.9387000000000001,PT
AB,South Zone,2022,2005,NA,2,0.9308,PT
AB,South Zone,2023,2006,NA,2,0.9178000000000001,PT
AB,South Zone,2023,2021,NA,2,0.5959,PT
AB,South Zone,2014,2007,NA,2,0.8083000000000001,PT
AB,South Zone,2015,2008,NA,2,0.8195,PT
AB,South Zone,2016,2009,NA,2,0.8108,PT
AB,South Zone,2017,2010,NA,2,0.8189000000000002,PT
AB,South Zone,2018,2011,NA,2,0.8026000000000001,PT
AB,South Zone,2019,2012,NA,2,0.8139000000000002,PT
AB,South Zone,2020,2013,NA,2,0.7994000000000001,PT
AB,South Zone,2021,2014,NA,2,0.7649000000000001,PT
AB,South Zone,2022,2015,NA,2,0.7189,PT
AB,South Zone,2023,2016,NA,2,0.6933,PT
AB,Calgary Zone,2014,2001,NA,1+,0.9825,PT
AB,Calgary Zone,2015,2002,NA,1+,0.9812000000000001,PT
AB,Calgary Zone,2016,2003,NA,1+,0.9802,PT
AB,Calgary Zone,2017,2004,NA,1+,0.9819000000000001,PT
AB,Calgary Zone,2018,2005,NA,1+,0.9788000000000001,PT
AB,Calgary Zone,2019,2006,NA,1+,0.9785,PT
AB,Calgary Zone,2020,2007,NA,1+,0.9736000000000001,PT
AB,Calgary Zone,2021,2008,NA,1+,0.9683000000000002,PT
AB,Calgary Zone,2022,2009,NA,1+,0.9632000000000001,PT
AB,Calgary Zone,2023,2010,NA,1+,0.9666000000000001,PT
AB,Calgary Zone,2014,1997,NA,1+,0.9869000000000001,PT
AB,Calgary Zone,2015,1998,NA,1+,0.9889000000000001,PT
AB,Calgary Zone,2016,1999,NA,1+,0.9885,PT
AB,Calgary Zone,2017,2000,NA,1+,0.9891000000000001,PT
AB,Calgary Zone,2018,2001,NA,1+,0.9893000000000001,PT
AB,Calgary Zone,2019,2002,NA,1+,0.9883000000000002,PT
AB,Calgary Zone,2020,2003,NA,1+,0.9876,PT
AB,Calgary Zone,2021,2004,NA,1+,0.9885,PT
AB,Calgary Zone,2022,2005,NA,1+,0.9858,PT
AB,Calgary Zone,2023,2006,NA,1+,0.9823000000000001,PT
AB,Calgary Zone,2014,2012,NA,1,0.9044000000000001,PT
AB,Calgary Zone,2015,2013,NA,1,0.8930000000000001,PT
AB,Calgary Zone,2016,2014,NA,1,0.8969000000000001,PT
AB,Calgary Zone,2017,2015,NA,1,0.8953,PT
AB,Calgary Zone,2018,2016,NA,1,0.897,PT
AB,Calgary Zone,2019,2017,NA,1,0.9015000000000001,PT
AB,Calgary Zone,2020,2018,NA,1,0.9007999999999999,PT
AB,Calgary Zone,2021,2019,NA,1,0.8738000000000001,PT
AB,Calgary Zone,2022,2020,NA,1+,0.8723000000000001,PT
AB,Calgary Zone,2023,2021,NA,1+,0.8653,PT
AB,Calgary Zone,2014,2001,NA,2,0.9576,PT
AB,Calgary Zone,2015,2002,NA,2,0.9551000000000001,PT
AB,Calgary Zone,2016,2003,NA,2,0.9443,PT
AB,Calgary Zone,2017,2004,NA,2,0.9465,PT
AB,Calgary Zone,2018,2005,NA,2,0.9364000000000001,PT
AB,Calgary Zone,2019,2006,NA,2,0.9344000000000001,PT
AB,Calgary Zone,2020,2007,NA,2,0.9313000000000001,PT
AB,Calgary Zone,2021,2008,NA,2,0.9180000000000001,PT
AB,Calgary Zone,2022,2009,NA,2,0.9206,PT
AB,Calgary Zone,2023,2010,NA,2,0.9268000000000001,PT
AB,Calgary Zone,2014,1997,NA,2,0.9634000000000001,PT
AB,Calgary Zone,2015,1998,NA,2,0.9690000000000001,PT
AB,Calgary Zone,2016,1999,NA,2,0.9719000000000001,PT
AB,Calgary Zone,2017,2000,NA,2,0.9752,PT
AB,Calgary Zone,2018,2001,NA,2,0.9742000000000001,PT
AB,Calgary Zone,2019,2002,NA,2,0.9726,PT
AB,Calgary Zone,2020,2003,NA,2,0.9649000000000001,PT
AB,Calgary Zone,2021,2004,NA,2,0.9655,PT
AB,Calgary Zone,2022,2005,NA,2,0.9544000000000001,PT
AB,Calgary Zone,2023,2006,NA,2,0.9430000000000001,PT
AB,Calgary Zone,2023,2021,NA,2,0.7498,PT
AB,Calgary Zone,2014,2007,NA,2,0.8456999999999999,PT
AB,Calgary Zone,2015,2008,NA,2,0.8452,PT
AB,Calgary Zone,2016,2009,NA,2,0.8534000000000002,PT
AB,Calgary Zone,2017,2010,NA,2,0.8552,PT
AB,Calgary Zone,2018,2011,NA,2,0.8534000000000002,PT
AB,Calgary Zone,2019,2012,NA,2,0.8537,PT
AB,Calgary Zone,2020,2013,NA,2,0.8155,PT
AB,Calgary Zone,2021,2014,NA,2,0.7685000000000001,PT
AB,Calgary Zone,2022,2015,NA,2,0.787,PT
AB,Calgary Zone,2023,2016,NA,2,0.7923,PT
AB,Central Zone,2014,2001,NA,1+,0.9481000000000002,PT
AB,Central Zone,2015,2002,NA,1+,0.9580000000000001,PT
AB,Central Zone,2016,2003,NA,1+,0.9542,PT
AB,Central Zone,2017,2004,NA,1+,0.9556999999999999,PT
AB,Central Zone,2018,2005,NA,1+,0.9499000000000001,PT
AB,Central Zone,2019,2006,NA,1+,0.9513000000000001,PT
AB,Central Zone,2020,2007,NA,1+,0.9429000000000001,PT
AB,Central Zone,2021,2008,NA,1+,0.9345,PT
AB,Central Zone,2022,2009,NA,1+,0.9313000000000001,PT
AB,Central Zone,2023,2010,NA,1+,0.9198000000000001,PT
AB,Central Zone,2014,1997,NA,1+,0.9509000000000001,PT
AB,Central Zone,2015,1998,NA,1+,0.9531000000000002,PT
AB,Central Zone,2016,1999,NA,1+,0.96,PT
AB,Central Zone,2017,2000,NA,1+,0.9580000000000001,PT
AB,Central Zone,2018,2001,NA,1+,0.9585000000000001,PT
AB,Central Zone,2019,2002,NA,1+,0.9687,PT
AB,Central Zone,2020,2003,NA,1+,0.9630000000000001,PT
AB,Central Zone,2021,2004,NA,1+,0.9661000000000002,PT
AB,Central Zone,2022,2005,NA,1+,0.9570000000000001,PT
AB,Central Zone,2023,2006,NA,1+,0.9554,PT
AB,Central Zone,2014,2012,NA,1,0.8349000000000001,PT
AB,Central Zone,2015,2013,NA,1,0.8277,PT
AB,Central Zone,2016,2014,NA,1,0.8377,PT
AB,Central Zone,2017,2015,NA,1,0.8277,PT
AB,Central Zone,2018,2016,NA,1,0.8176000000000001,PT
AB,Central Zone,2019,2017,NA,1,0.8246000000000001,PT
AB,Central Zone,2020,2018,NA,1,0.8286000000000001,PT
AB,Central Zone,2021,2019,NA,1,0.7706000000000001,PT
AB,Central Zone,2022,2020,NA,1+,0.7464000000000002,PT
AB,Central Zone,2023,2021,NA,1+,0.7316000000000001,PT
AB,Central Zone,2014,2001,NA,2,0.8924000000000001,PT
AB,Central Zone,2015,2002,NA,2,0.9019000000000001,PT
AB,Central Zone,2016,2003,NA,2,0.8891000000000001,PT
AB,Central Zone,2017,2004,NA,2,0.8988,PT
AB,Central Zone,2018,2005,NA,2,0.8806,PT
AB,Central Zone,2019,2006,NA,2,0.8876000000000001,PT
AB,Central Zone,2020,2007,NA,2,0.8792,PT
AB,Central Zone,2021,2008,NA,2,0.8649000000000001,PT
AB,Central Zone,2022,2009,NA,2,0.8701000000000001,PT
AB,Central Zone,2023,2010,NA,2,0.8541000000000001,PT
AB,Central Zone,2014,1997,NA,2,0.9157,PT
AB,Central Zone,2015,1998,NA,2,0.9194000000000001,PT
AB,Central Zone,2016,1999,NA,2,0.9245,PT
AB,Central Zone,2017,2000,NA,2,0.9179,PT
AB,Central Zone,2018,2001,NA,2,0.9171,PT
AB,Central Zone,2019,2002,NA,2,0.9292,PT
AB,Central Zone,2020,2003,NA,2,0.9166000000000001,PT
AB,Central Zone,2021,2004,NA,2,0.9251,PT
AB,Central Zone,2022,2005,NA,2,0.9019000000000001,PT
AB,Central Zone,2023,2006,NA,2,0.9010000000000001,PT
AB,Central Zone,2023,2021,NA,2,0.5769000000000001,PT
AB,Central Zone,2014,2007,NA,2,0.7678,PT
AB,Central Zone,2015,2008,NA,2,0.7635,PT
AB,Central Zone,2016,2009,NA,2,0.7784000000000002,PT
AB,Central Zone,2017,2010,NA,2,0.7598,PT
AB,Central Zone,2018,2011,NA,2,0.7667,PT
AB,Central Zone,2019,2012,NA,2,0.7673000000000001,PT
AB,Central Zone,2020,2013,NA,2,0.7359,PT
AB,Central Zone,2021,2014,NA,2,0.7181000000000001,PT
AB,Central Zone,2022,2015,NA,2,0.7210000000000001,PT
AB,Central Zone,2023,2016,NA,2,0.6722,PT
AB,Edmonton Zone,2014,2001,NA,1+,0.9616000000000001,PT
AB,Edmonton Zone,2015,2002,NA,1+,0.9618000000000001,PT
AB,Edmonton Zone,2016,2003,NA,1+,0.9678,PT
AB,Edmonton Zone,2017,2004,NA,1+,0.9701000000000001,PT
AB,Edmonton Zone,2018,2005,NA,1+,0.9789000000000001,PT
AB,Edmonton Zone,2019,2006,NA,1+,0.9746000000000001,PT
AB,Edmonton Zone,2020,2007,NA,1+,0.9709,PT
AB,Edmonton Zone,2021,2008,NA,1+,0.9653,PT
AB,Edmonton Zone,2022,2009,NA,1+,0.9635000000000001,PT
AB,Edmonton Zone,2023,2010,NA,1+,0.9564000000000001,PT
AB,Edmonton Zone,2014,1997,NA,1+,0.9501999999999999,PT
AB,Edmonton Zone,2015,1998,NA,1+,0.9540000000000001,PT
AB,Edmonton Zone,2016,1999,NA,1+,0.9577,PT
AB,Edmonton Zone,2017,2000,NA,1+,0.9645,PT
AB,Edmonton Zone,2018,2001,NA,1+,0.9645,PT
AB,Edmonton Zone,2019,2002,NA,1+,0.9660000000000001,PT
AB,Edmonton Zone,2020,2003,NA,1+,0.9806,PT
AB,Edmonton Zone,2021,2004,NA,1+,0.98,PT
AB,Edmonton Zone,2022,2005,NA,1+,0.9845,PT
AB,Edmonton Zone,2023,2006,NA,1+,0.9788000000000001,PT
AB,Edmonton Zone,2014,2012,NA,1,0.8995000000000001,PT
AB,Edmonton Zone,2015,2013,NA,1,0.8992,PT
AB,Edmonton Zone,2016,2014,NA,1,0.9016000000000001,PT
AB,Edmonton Zone,2017,2015,NA,1,0.8983000000000001,PT
AB,Edmonton Zone,2018,2016,NA,1,0.8906000000000001,PT
AB,Edmonton Zone,2019,2017,NA,1,0.8912,PT
AB,Edmonton Zone,2020,2018,NA,1,0.8865000000000001,PT
AB,Edmonton Zone,2021,2019,NA,1,0.8606,PT
AB,Edmonton Zone,2022,2020,NA,1+,0.8564000000000002,PT
AB,Edmonton Zone,2023,2021,NA,1+,0.8426,PT
AB,Edmonton Zone,2014,2001,NA,2,0.8975,PT
AB,Edmonton Zone,2015,2002,NA,2,0.8915000000000001,PT
AB,Edmonton Zone,2016,2003,NA,2,0.8919000000000001,PT
AB,Edmonton Zone,2017,2004,NA,2,0.8986000000000002,PT
AB,Edmonton Zone,2018,2005,NA,2,0.9158,PT
AB,Edmonton Zone,2019,2006,NA,2,0.9242,PT
AB,Edmonton Zone,2020,2007,NA,2,0.9187000000000001,PT
AB,Edmonton Zone,2021,2008,NA,2,0.9089000000000002,PT
AB,Edmonton Zone,2022,2009,NA,2,0.9060000000000001,PT
AB,Edmonton Zone,2023,2010,NA,2,0.899,PT
AB,Edmonton Zone,2014,1997,NA,2,0.8910000000000001,PT
AB,Edmonton Zone,2015,1998,NA,2,0.8917,PT
AB,Edmonton Zone,2016,1999,NA,2,0.9024000000000001,PT
AB,Edmonton Zone,2017,2000,NA,2,0.9068,PT
AB,Edmonton Zone,2018,2001,NA,2,0.9057,PT
AB,Edmonton Zone,2019,2002,NA,2,0.9053,PT
AB,Edmonton Zone,2020,2003,NA,2,0.9393,PT
AB,Edmonton Zone,2021,2004,NA,2,0.9395,PT
AB,Edmonton Zone,2022,2005,NA,2,0.9426000000000001,PT
AB,Edmonton Zone,2023,2006,NA,2,0.9374000000000001,PT
AB,Edmonton Zone,2023,2021,NA,2,0.7213,PT
AB,Edmonton Zone,2014,2007,NA,2,0.8066000000000001,PT
AB,Edmonton Zone,2015,2008,NA,2,0.8203,PT
AB,Edmonton Zone,2016,2009,NA,2,0.8279000000000001,PT
AB,Edmonton Zone,2017,2010,NA,2,0.8180000000000001,PT
AB,Edmonton Zone,2018,2011,NA,2,0.8095,PT
AB,Edmonton Zone,2019,2012,NA,2,0.8166000000000001,PT
AB,Edmonton Zone,2020,2013,NA,2,0.7553,PT
AB,Edmonton Zone,2021,2014,NA,2,0.7465,PT
AB,Edmonton Zone,2022,2015,NA,2,0.7274,PT
AB,Edmonton Zone,2023,2016,NA,2,0.7066000000000001,PT
AB,North Zone,2014,2001,NA,1+,0.9379000000000001,PT
AB,North Zone,2015,2002,NA,1+,0.9429000000000001,PT
AB,North Zone,2016,2003,NA,1+,0.9427,PT
AB,North Zone,2017,2004,NA,1+,0.9438000000000001,PT
AB,North Zone,2018,2005,NA,1+,0.9462,PT
AB,North Zone,2019,2006,NA,1+,0.9379000000000001,PT
AB,North Zone,2020,2007,NA,1+,0.9313000000000001,PT
AB,North Zone,2021,2008,NA,1+,0.9203,PT
AB,North Zone,2022,2009,NA,1+,0.9205,PT
AB,North Zone,2023,2010,NA,1+,0.9135000000000001,PT
AB,North Zone,2014,1997,NA,1+,0.9309000000000001,PT
AB,North Zone,2015,1998,NA,1+,0.9321,PT
AB,North Zone,2016,1999,NA,1+,0.9359000000000001,PT
AB,North Zone,2017,2000,NA,1+,0.9439000000000002,PT
AB,North Zone,2018,2001,NA,1+,0.9478,PT
AB,North Zone,2019,2002,NA,1+,0.9528,PT
AB,North Zone,2020,2003,NA,1+,0.9527,PT
AB,North Zone,2021,2004,NA,1+,0.9533000000000001,PT
AB,North Zone,2022,2005,NA,1+,0.9547,PT
AB,North Zone,2023,2006,NA,1+,0.9429000000000001,PT
AB,North Zone,2014,2012,NA,1,0.8287,PT
AB,North Zone,2015,2013,NA,1,0.8117,PT
AB,North Zone,2016,2014,NA,1,0.7977,PT
AB,North Zone,2017,2015,NA,1,0.8003,PT
AB,North Zone,2018,2016,NA,1,0.7914000000000001,PT
AB,North Zone,2019,2017,NA,1,0.7968000000000001,PT
AB,North Zone,2020,2018,NA,1,0.784,PT
AB,North Zone,2021,2019,NA,1,0.7364000000000002,PT
AB,North Zone,2022,2020,NA,1+,0.7049000000000001,PT
AB,North Zone,2023,2021,NA,1+,0.7134,PT
AB,North Zone,2014,2001,NA,2,0.8816000000000002,PT
