pt,location,year_report,year_birth,age,n_doses,value,source
AB,Z2.7.B.03,2021,2008,NA,1+,0.9991000000000001,PT
AB,Z2.7.B.03,2022,2009,NA,1+,0.9579000000000001,PT
AB,Z2.7.B.03,2023,2010,NA,1+,0.9518000000000001,PT
AB,Z2.7.B.03,2014,1997,NA,1+,0.9543,PT
AB,Z2.7.B.03,2015,1998,NA,1+,0.9083000000000001,PT
AB,Z2.7.B.03,2016,1999,NA,1+,0.9960000000000001,PT
AB,Z2.7.B.03,2017,2000,NA,1+,0.9752,PT
AB,Z2.7.B.03,2018,2001,NA,1+,0.9892,PT
AB,Z2.7.B.03,2019,2002,NA,1+,0.995,PT
AB,Z2.7.B.03,2020,2003,NA,1+,0.9976,PT
AB,Z2.7.B.03,2021,2004,NA,1+,0.9965,PT
AB,Z2.7.B.03,2022,2005,NA,1+,0.9903,PT
AB,Z2.7.B.03,2023,2006,NA,1+,0.9710000000000001,PT
AB,Z2.7.B.03,2014,2012,NA,1,0.9525,PT
AB,Z2.7.B.03,2015,2013,NA,1,0.8318000000000001,PT
AB,Z2.7.B.03,2016,2014,NA,1,0.9063000000000001,PT
AB,Z2.7.B.03,2017,2015,NA,1,0.8814000000000002,PT
AB,Z2.7.B.03,2018,2016,NA,1,0.8749000000000001,PT
AB,Z2.7.B.03,2019,2017,NA,1,0.8446000000000001,PT
AB,Z2.7.B.03,2020,2018,NA,1,0.9126000000000001,PT
AB,Z2.7.B.03,2021,2019,NA,1,0.882,PT
AB,Z2.7.B.03,2022,2020,NA,1+,0.9476,PT
AB,Z2.7.B.03,2023,2021,NA,1+,0.8515,PT
AB,Z2.7.B.03,2014,2001,NA,2,0.9480000000000001,PT
AB,Z2.7.B.03,2015,2002,NA,2,0.9688000000000001,PT
AB,Z2.7.B.03,2016,2003,NA,2,0.9348000000000001,PT
AB,Z2.7.B.03,2017,2004,NA,2,0.9497,PT
AB,Z2.7.B.03,2018,2005,NA,2,0.9054000000000001,PT
AB,Z2.7.B.03,2019,2006,NA,2,0.9137000000000001,PT
AB,Z2.7.B.03,2020,2007,NA,2,0.9671000000000001,PT
AB,Z2.7.B.03,2021,2008,NA,2,0.9323,PT
AB,Z2.7.B.03,2022,2009,NA,2,0.8791000000000001,PT
AB,Z2.7.B.03,2023,2010,NA,2,0.9384000000000001,PT
AB,Z2.7.B.03,2014,1997,NA,2,0.9121000000000001,PT
AB,Z2.7.B.03,2015,1998,NA,2,0.8836000000000002,PT
AB,Z2.7.B.03,2016,1999,NA,2,0.95,PT
AB,Z2.7.B.03,2017,2000,NA,2,0.9821000000000001,PT
AB,Z2.7.B.03,2018,2001,NA,2,0.9656999999999999,PT
AB,Z2.7.B.03,2019,2002,NA,2,0.9831000000000002,PT
AB,Z2.7.B.03,2020,2003,NA,2,0.9725,PT
AB,Z2.7.B.03,2021,2004,NA,2,0.9680000000000001,PT
AB,Z2.7.B.03,2022,2005,NA,2,0.9517,PT
AB,Z2.7.B.03,2023,2006,NA,2,0.9334000000000002,PT
AB,Z2.7.B.03,2023,2021,NA,2,0.7125,PT
AB,Z2.7.B.03,2014,2007,NA,2,0.8775,PT
AB,Z2.7.B.03,2015,2008,NA,2,0.8558,PT
AB,Z2.7.B.03,2016,2009,NA,2,0.8066000000000001,PT
AB,Z2.7.B.03,2017,2010,NA,2,0.8699000000000001,PT
AB,Z2.7.B.03,2018,2011,NA,2,0.8114000000000001,PT
AB,Z2.7.B.03,2019,2012,NA,2,0.8668,PT
AB,Z2.7.B.03,2020,2013,NA,2,0.8306,PT
AB,Z2.7.B.03,2021,2014,NA,2,0.8092,PT
AB,Z2.7.B.03,2022,2015,NA,2,0.8196000000000001,PT
AB,Z2.7.B.03,2023,2016,NA,2,0.815,PT
AB,Z3.1.A.01,2014,2001,NA,1+,0.8709,PT
AB,Z3.1.A.01,2015,2002,NA,1+,0.8996999999999999,PT
AB,Z3.1.A.01,2016,2003,NA,1+,0.9188000000000001,PT
AB,Z3.1.A.01,2017,2004,NA,1+,0.9167000000000001,PT
AB,Z3.1.A.01,2018,2005,NA,1+,0.9181000000000001,PT
AB,Z3.1.A.01,2019,2006,NA,1+,0.8859,PT
AB,Z3.1.A.01,2020,2007,NA,1+,0.9107,PT
AB,Z3.1.A.01,2021,2008,NA,1+,0.8697,PT
AB,Z3.1.A.01,2022,2009,NA,1+,0.8983000000000001,PT
AB,Z3.1.A.01,2023,2010,NA,1+,0.8176000000000001,PT
AB,Z3.1.A.01,2014,1997,NA,1+,0.9098,PT
AB,Z3.1.A.01,2015,1998,NA,1+,0.8675,PT
AB,Z3.1.A.01,2016,1999,NA,1+,0.8853,PT
AB,Z3.1.A.01,2017,2000,NA,1+,0.8985000000000001,PT
AB,Z3.1.A.01,2018,2001,NA,1+,0.8876000000000001,PT
AB,Z3.1.A.01,2019,2002,NA,1+,0.9064000000000001,PT
AB,Z3.1.A.01,2020,2003,NA,1+,0.934,PT
AB,Z3.1.A.01,2021,2004,NA,1+,0.9198000000000001,PT
AB,Z3.1.A.01,2022,2005,NA,1+,0.9267,PT
AB,Z3.1.A.01,2023,2006,NA,1+,0.8886000000000002,PT
AB,Z3.1.A.01,2014,2012,NA,1,0.7635,PT
AB,Z3.1.A.01,2015,2013,NA,1,0.7645000000000001,PT
AB,Z3.1.A.01,2016,2014,NA,1,0.7636999999999999,PT
AB,Z3.1.A.01,2017,2015,NA,1,0.8031000000000001,PT
AB,Z3.1.A.01,2018,2016,NA,1,0.7821000000000001,PT
AB,Z3.1.A.01,2019,2017,NA,1,0.7523000000000001,PT
AB,Z3.1.A.01,2020,2018,NA,1,0.7468,PT
AB,Z3.1.A.01,2021,2019,NA,1,0.7406999999999999,PT
AB,Z3.1.A.01,2022,2020,NA,1+,0.6656,PT
AB,Z3.1.A.01,2023,2021,NA,1+,0.7156999999999999,PT
AB,Z3.1.A.01,2014,2001,NA,2,0.79990000000000006,PT
AB,Z3.1.A.01,2015,2002,NA,2,0.8435000000000001,PT
AB,Z3.1.A.01,2016,2003,NA,2,0.8340000000000001,PT
AB,Z3.1.A.01,2017,2004,NA,2,0.8652,PT
AB,Z3.1.A.01,2018,2005,NA,2,0.8406999999999999,PT
AB,Z3.1.A.01,2019,2006,NA,2,0.8301999999999999,PT
AB,Z3.1.A.01,2020,2007,NA,2,0.8568000000000001,PT
AB,Z3.1.A.01,2021,2008,NA,2,0.7949,PT
AB,Z3.1.A.01,2022,2009,NA,2,0.8428,PT
AB,Z3.1.A.01,2023,2010,NA,2,0.7221000000000001,PT
AB,Z3.1.A.01,2014,1997,NA,2,0.8574,PT
AB,Z3.1.A.01,2015,1998,NA,2,0.8587,PT
AB,Z3.1.A.01,2016,1999,NA,2,0.8286000000000001,PT
AB,Z3.1.A.01,2017,2000,NA,2,0.8424,PT
AB,Z3.1.A.01,2018,2001,NA,2,0.8255,PT
AB,Z3.1.A.01,2019,2002,NA,2,0.8602,PT
AB,Z3.1.A.01,2020,2003,NA,2,0.8740000000000001,PT
AB,Z3.1.A.01,2021,2004,NA,2,0.8809,PT
AB,Z3.1.A.01,2022,2005,NA,2,0.8628,PT
AB,Z3.1.A.01,2023,2006,NA,2,0.8411000000000002,PT
AB,Z3.1.A.01,2023,2021,NA,2,0.48160000000000003,PT
AB,Z3.1.A.01,2014,2007,NA,2,0.7375,PT
AB,Z3.1.A.01,2015,2008,NA,2,0.6773,PT
AB,Z3.1.A.01,2016,2009,NA,2,0.7404000000000001,PT
AB,Z3.1.A.01,2017,2010,NA,2,0.6347,PT
AB,Z3.1.A.01,2018,2011,NA,2,0.7097,PT
AB,Z3.1.A.01,2019,2012,NA,2,0.7299000000000001,PT
AB,Z3.1.A.01,2020,2013,NA,2,0.6901,PT
AB,Z3.1.A.01,2021,2014,NA,2,0.7021000000000001,PT
AB,Z3.1.A.01,2022,2015,NA,2,0.7112,PT
AB,Z3.1.A.01,2023,2016,NA,2,0.6138,PT
AB,Z3.1.B.02,2014,2001,NA,1+,0.9664000000000001,PT
AB,Z3.1.B.02,2015,2002,NA,1+,0.9661000000000002,PT
AB,Z3.1.B.02,2016,2003,NA,1+,0.9410000000000001,PT
AB,Z3.1.B.02,2017,2004,NA,1+,0.9640000000000001,PT
AB,Z3.1.B.02,2018,2005,NA,1+,0.9395,PT
AB,Z3.1.B.02,2019,2006,NA,1+,0.9644000000000001,PT
AB,Z3.1.B.02,2020,2007,NA,1+,0.9338000000000001,PT
AB,Z3.1.B.02,2021,2008,NA,1+,0.9262,PT
AB,Z3.1.B.02,2022,2009,NA,1+,0.9514000000000001,PT
AB,Z3.1.B.02,2023,2010,NA,1+,0.925,PT
AB,Z3.1.B.02,2014,1997,NA,1+,0.9482,PT
AB,Z3.1.B.02,2015,1998,NA,1+,0.9590000000000001,PT
AB,Z3.1.B.02,2016,1999,NA,1+,0.9473,PT
AB,Z3.1.B.02,2017,2000,NA,1+,0.9578,PT
AB,Z3.1.B.02,2018,2001,NA,1+,0.9664000000000001,PT
AB,Z3.1.B.02,2019,2002,NA,1+,0.9678,PT
AB,Z3.1.B.02,2020,2003,NA,1+,0.9436000000000001,PT
AB,Z3.1.B.02,2021,2004,NA,1+,0.9640000000000001,PT
AB,Z3.1.B.02,2022,2005,NA,1+,0.9496000000000001,PT
AB,Z3.1.B.02,2023,2006,NA,1+,0.9670000000000001,PT
AB,Z3.1.B.02,2014,2012,NA,1,0.8814000000000002,PT
AB,Z3.1.B.02,2015,2013,NA,1,0.8602,PT
AB,Z3.1.B.02,2016,2014,NA,1,0.885,PT
AB,Z3.1.B.02,2017,2015,NA,1,0.8566000000000001,PT
AB,Z3.1.B.02,2018,2016,NA,1,0.88,PT
AB,Z3.1.B.02,2019,2017,NA,1,0.8558,PT
AB,Z3.1.B.02,2020,2018,NA,1,0.8429000000000001,PT
AB,Z3.1.B.02,2021,2019,NA,1,0.8419000000000001,PT
AB,Z3.1.B.02,2022,2020,NA,1+,0.7447,PT
AB,Z3.1.B.02,2023,2021,NA,1+,0.7735000000000001,PT
AB,Z3.1.B.02,2014,2001,NA,2,0.8817,PT
AB,Z3.1.B.02,2015,2002,NA,2,0.8697,PT
AB,Z3.1.B.02,2016,2003,NA,2,0.8910000000000001,PT
AB,Z3.1.B.02,2017,2004,NA,2,0.8839000000000001,PT
AB,Z3.1.B.02,2018,2005,NA,2,0.8753,PT
AB,Z3.1.B.02,2019,2006,NA,2,0.8965000000000001,PT
AB,Z3.1.B.02,2020,2007,NA,2,0.8799000000000001,PT
AB,Z3.1.B.02,2021,2008,NA,2,0.8526,PT
AB,Z3.1.B.02,2022,2009,NA,2,0.8999000000000001,PT
AB,Z3.1.B.02,2023,2010,NA,2,0.8173,PT
AB,Z3.1.B.02,2014,1997,NA,2,0.9133000000000001,PT
AB,Z3.1.B.02,2015,1998,NA,2,0.9172,PT
AB,Z3.1.B.02,2016,1999,NA,2,0.9105,PT
AB,Z3.1.B.02,2017,2000,NA,2,0.9289000000000002,PT
AB,Z3.1.B.02,2018,2001,NA,2,0.899,PT
AB,Z3.1.B.02,2019,2002,NA,2,0.9039000000000001,PT
AB,Z3.1.B.02,2020,2003,NA,2,0.8989000000000001,PT
AB,Z3.1.B.02,2021,2004,NA,2,0.9034000000000002,PT
AB,Z3.1.B.02,2022,2005,NA,2,0.8872,PT
AB,Z3.1.B.02,2023,2006,NA,2,0.9113000000000001,PT
AB,Z3.1.B.02,2023,2021,NA,2,0.6032000000000001,PT
AB,Z3.1.B.02,2014,2007,NA,2,0.7925,PT
AB,Z3.1.B.02,2015,2008,NA,2,0.7769000000000001,PT
AB,Z3.1.B.02,2016,2009,NA,2,0.8145,PT
AB,Z3.1.B.02,2017,2010,NA,2,0.7239,PT
AB,Z3.1.B.02,2018,2011,NA,2,0.772,PT
AB,Z3.1.B.02,2019,2012,NA,2,0.8001999999999999,PT
AB,Z3.1.B.02,2020,2013,NA,2,0.7526,PT
AB,Z3.1.B.02,2021,2014,NA,2,0.8023,PT
AB,Z3.1.B.02,2022,2015,NA,2,0.7429000000000001,PT
AB,Z3.1.B.02,2023,2016,NA,2,0.7539,PT
AB,Z3.2.A.01,2014,2001,NA,1+,0.9066000000000001,PT
AB,Z3.2.A.01,2015,2002,NA,1+,0.9571999999999999,PT
AB,Z3.2.A.01,2016,2003,NA,1+,0.9793000000000001,PT
AB,Z3.2.A.01,2017,2004,NA,1+,0.9766000000000001,PT
AB,Z3.2.A.01,2018,2005,NA,1+,0.9793000000000001,PT
AB,Z3.2.A.01,2019,2006,NA,1+,0.9721000000000001,PT
AB,Z3.2.A.01,2020,2007,NA,1+,0.9672,PT
AB,Z3.2.A.01,2021,2008,NA,1+,0.9682000000000001,PT
AB,Z3.2.A.01,2022,2009,NA,1+,0.9492,PT
AB,Z3.2.A.01,2023,2010,NA,1+,0.9459000000000001,PT
AB,Z3.2.A.01,2014,1997,NA,1+,0.9361000000000002,PT
AB,Z3.2.A.01,2015,1998,NA,1+,0.9753000000000001,PT
AB,Z3.2.A.01,2016,1999,NA,1+,0.9706,PT
AB,Z3.2.A.01,2017,2000,NA,1+,0.9787,PT
AB,Z3.2.A.01,2018,2001,NA,1+,0.9235000000000001,PT
AB,Z3.2.A.01,2019,2002,NA,1+,0.9629000000000001,PT
AB,Z3.2.A.01,2020,2003,NA,1+,0.9839000000000001,PT
AB,Z3.2.A.01,2021,2004,NA,1+,0.9766000000000001,PT
AB,Z3.2.A.01,2022,2005,NA,1+,0.9793000000000001,PT
AB,Z3.2.A.01,2023,2006,NA,1+,0.9772,PT
AB,Z3.2.A.01,2014,2012,NA,1,0.8785000000000001,PT
AB,Z3.2.A.01,2015,2013,NA,1,0.8660000000000001,PT
AB,Z3.2.A.01,2016,2014,NA,1,0.8856999999999999,PT
AB,Z3.2.A.01,2017,2015,NA,1,0.8396000000000001,PT
AB,Z3.2.A.01,2018,2016,NA,1,0.9480000000000001,PT
AB,Z3.2.A.01,2019,2017,NA,1,0.8540000000000001,PT
AB,Z3.2.A.01,2020,2018,NA,1,0.8201,PT
AB,Z3.2.A.01,2021,2019,NA,1,0.7421000000000001,PT
AB,Z3.2.A.01,2022,2020,NA,1+,0.8,PT
AB,Z3.2.A.01,2023,2021,NA,1+,0.7375,PT
AB,Z3.2.A.01,2014,2001,NA,2,0.8104,PT
AB,Z3.2.A.01,2015,2002,NA,2,0.9161000000000001,PT
AB,Z3.2.A.01,2016,2003,NA,2,0.9333000000000001,PT
AB,Z3.2.A.01,2017,2004,NA,2,0.9411000000000002,PT
AB,Z3.2.A.01,2018,2005,NA,2,0.9228000000000001,PT
AB,Z3.2.A.01,2019,2006,NA,2,0.9158,PT
AB,Z3.2.A.01,2020,2007,NA,2,0.922,PT
AB,Z3.2.A.01,2021,2008,NA,2,0.9221,PT
AB,Z3.2.A.01,2022,2009,NA,2,0.9198000000000001,PT
AB,Z3.2.A.01,2023,2010,NA,2,0.9062,PT
AB,Z3.2.A.01,2014,1997,NA,2,0.8601000000000001,PT
AB,Z3.2.A.01,2015,1998,NA,2,0.9573,PT
AB,Z3.2.A.01,2016,1999,NA,2,0.9439000000000002,PT
AB,Z3.2.A.01,2017,2000,NA,2,0.8589000000000001,PT
AB,Z3.2.A.01,2018,2001,NA,2,0.8598,PT
AB,Z3.2.A.01,2019,2002,NA,2,0.9348000000000001,PT
AB,Z3.2.A.01,2020,2003,NA,2,0.9669000000000001,PT
AB,Z3.2.A.01,2021,2004,NA,2,0.9481000000000002,PT
AB,Z3.2.A.01,2022,2005,NA,2,0.9319000000000002,PT
AB,Z3.2.A.01,2023,2006,NA,2,0.9292,PT
AB,Z3.2.A.01,2023,2021,NA,2,0.5837,PT
AB,Z3.2.A.01,2014,2007,NA,2,0.8371999999999999,PT
AB,Z3.2.A.01,2015,2008,NA,2,0.8356,PT
AB,Z3.2.A.01,2016,2009,NA,2,0.7732000000000001,PT
AB,Z3.2.A.01,2017,2010,NA,2,0.7971,PT
AB,Z3.2.A.01,2018,2011,NA,2,0.8245,PT
AB,Z3.2.A.01,2019,2012,NA,2,0.852,PT
AB,Z3.2.A.01,2020,2013,NA,2,0.7533,PT
AB,Z3.2.A.01,2021,2014,NA,2,0.7993000000000001,PT
AB,Z3.2.A.01,2022,2015,NA,2,0.6701999999999999,PT
AB,Z3.2.A.01,2023,2016,NA,2,0.7661000000000001,PT
AB,Z3.2.A.02,2014,2001,NA,1+,0.9704,PT
AB,Z3.2.A.02,2015,2002,NA,1+,0.9464000000000001,PT
AB,Z3.2.A.02,2016,2003,NA,1+,0.9520000000000001,PT
AB,Z3.2.A.02,2017,2004,NA,1+,0.9099,PT
AB,Z3.2.A.02,2018,2005,NA,1+,0.9565,PT
AB,Z3.2.A.02,2019,2006,NA,1+,0.9483000000000001,PT
AB,Z3.2.A.02,2020,2007,NA,1+,0.9459000000000001,PT
AB,Z3.2.A.02,2021,2008,NA,1+,0.9662000000000001,PT
AB,Z3.2.A.02,2022,2009,NA,1+,0.921,PT
AB,Z3.2.A.02,2023,2010,NA,1+,0.9081000000000001,PT
AB,Z3.2.A.02,2014,1997,NA,1+,0.9422,PT
AB,Z3.2.A.02,2015,1998,NA,1+,0.9423,PT
AB,Z3.2.A.02,2016,1999,NA,1+,0.9640000000000001,PT
AB,Z3.2.A.02,2017,2000,NA,1+,0.9413000000000001,PT
AB,Z3.2.A.02,2018,2001,NA,1+,0.9758,PT
AB,Z3.2.A.02,2019,2002,NA,1+,0.9712000000000001,PT
AB,Z3.2.A.02,2020,2003,NA,1+,0.9716000000000001,PT
AB,Z3.2.A.02,2021,2004,NA,1+,0.9256,PT
AB,Z3.2.A.02,2022,2005,NA,1+,0.9611000000000002,PT
AB,Z3.2.A.02,2023,2006,NA,1+,0.9516000000000001,PT
AB,Z3.2.A.02,2014,2012,NA,1,0.8968,PT
AB,Z3.2.A.02,2015,2013,NA,1,0.7696000000000001,PT
AB,Z3.2.A.02,2016,2014,NA,1,0.9060000000000001,PT
AB,Z3.2.A.02,2017,2015,NA,1,0.8798,PT
AB,Z3.2.A.02,2018,2016,NA,1,0.8773000000000001,PT
AB,Z3.2.A.02,2019,2017,NA,1,0.8438000000000001,PT
AB,Z3.2.A.02,2020,2018,NA,1,0.8672,PT
AB,Z3.2.A.02,2021,2019,NA,1,0.8484000000000002,PT
AB,Z3.2.A.02,2022,2020,NA,1+,0.7986000000000001,PT
AB,Z3.2.A.02,2023,2021,NA,1+,0.7947,PT
AB,Z3.2.A.02,2014,2001,NA,2,0.8684000000000002,PT
AB,Z3.2.A.02,2015,2002,NA,2,0.8669000000000001,PT
AB,Z3.2.A.02,2016,2003,NA,2,0.8258,PT
AB,Z3.2.A.02,2017,2004,NA,2,0.8619000000000001,PT
AB,Z3.2.A.02,2018,2005,NA,2,0.8748,PT
AB,Z3.2.A.02,2019,2006,NA,2,0.9095,PT
AB,Z3.2.A.02,2020,2007,NA,2,0.8674000000000001,PT
AB,Z3.2.A.02,2021,2008,NA,2,0.9244000000000001,PT
AB,Z3.2.A.02,2022,2009,NA,2,0.7936000000000001,PT
AB,Z3.2.A.02,2023,2010,NA,2,0.8576999999999999,PT
AB,Z3.2.A.02,2014,1997,NA,2,0.8875,PT
AB,Z3.2.A.02,2015,1998,NA,2,0.9269000000000002,PT
AB,Z3.2.A.02,2016,1999,NA,2,0.9435000000000001,PT
AB,Z3.2.A.02,2017,2000,NA,2,0.8569000000000001,PT
AB,Z3.2.A.02,2018,2001,NA,2,0.8826,PT
AB,Z3.2.A.02,2019,2002,NA,2,0.9129,PT
AB,Z3.2.A.02,2020,2003,NA,2,0.8684000000000002,PT
AB,Z3.2.A.02,2021,2004,NA,2,0.8946999999999999,PT
AB,Z3.2.A.02,2022,2005,NA,2,0.9056000000000001,PT
AB,Z3.2.A.02,2023,2006,NA,2,0.9226000000000001,PT
AB,Z3.2.A.02,2023,2021,NA,2,0.6741000000000001,PT
AB,Z3.2.A.02,2014,2007,NA,2,0.7492,PT
AB,Z3.2.A.02,2015,2008,NA,2,0.8621000000000001,PT
AB,Z3.2.A.02,2016,2009,NA,2,0.7151000000000001,PT
AB,Z3.2.A.02,2017,2010,NA,2,0.7868,PT
AB,Z3.2.A.02,2018,2011,NA,2,0.7746000000000001,PT
AB,Z3.2.A.02,2019,2012,NA,2,0.8524,PT
AB,Z3.2.A.02,2020,2013,NA,2,0.7164000000000001,PT
AB,Z3.2.A.02,2021,2014,NA,2,0.8101999999999999,PT
AB,Z3.2.A.02,2022,2015,NA,2,0.7504000000000001,PT
AB,Z3.2.A.02,2023,2016,NA,2,0.7642,PT
AB,Z3.2.B.03,2014,2001,NA,1+,0.9429000000000001,PT
AB,Z3.2.B.03,2015,2002,NA,1+,0.9577,PT
AB,Z3.2.B.03,2016,2003,NA,1+,0.9132000000000001,PT
AB,Z3.2.B.03,2017,2004,NA,1+,0.9567,PT
AB,Z3.2.B.03,2018,2005,NA,1+,0.9179,PT
AB,Z3.2.B.03,2019,2006,NA,1+,0.9596000000000001,PT
AB,Z3.2.B.03,2020,2007,NA,1+,0.9551000000000001,PT
AB,Z3.2.B.03,2021,2008,NA,1+,0.9212,PT
AB,Z3.2.B.03,2022,2009,NA,1+,0.927,PT
AB,Z3.2.B.03,2023,2010,NA,1+,0.9216000000000001,PT
AB,Z3.2.B.03,2014,1997,NA,1+,0.9653,PT
AB,Z3.2.B.03,2015,1998,NA,1+,0.9490000000000001,PT
AB,Z3.2.B.03,2016,1999,NA,1+,0.9416000000000001,PT
AB,Z3.2.B.03,2017,2000,NA,1+,0.9534000000000001,PT
AB,Z3.2.B.03,2018,2001,NA,1+,0.9499000000000001,PT
AB,Z3.2.B.03,2019,2002,NA,1+,0.965,PT
AB,Z3.2.B.03,2020,2003,NA,1+,0.9251,PT
AB,Z3.2.B.03,2021,2004,NA,1+,0.9636000000000001,PT
AB,Z3.2.B.03,2022,2005,NA,1+,0.9275,PT
AB,Z3.2.B.03,2023,2006,NA,1+,0.9626,PT
AB,Z3.2.B.03,2014,2012,NA,1,0.8661000000000001,PT
AB,Z3.2.B.03,2015,2013,NA,1,0.8846,PT
AB,Z3.2.B.03,2016,2014,NA,1,0.8370000000000001,PT
AB,Z3.2.B.03,2017,2015,NA,1,0.8477,PT
AB,Z3.2.B.03,2018,2016,NA,1,0.8406,PT
AB,Z3.2.B.03,2019,2017,NA,1,0.7983000000000001,PT
AB,Z3.2.B.03,2020,2018,NA,1,0.8504999999999999,PT
AB,Z3.2.B.03,2021,2019,NA,1,0.7995,PT
AB,Z3.2.B.03,2022,2020,NA,1+,0.7857,PT
AB,Z3.2.B.03,2023,2021,NA,1+,0.7433,PT
AB,Z3.2.B.03,2014,2001,NA,2,0.8335000000000001,PT
AB,Z3.2.B.03,2015,2002,NA,2,0.919,PT
AB,Z3.2.B.03,2016,2003,NA,2,0.8641000000000001,PT
AB,Z3.2.B.03,2017,2004,NA,2,0.9154000000000001,PT
AB,Z3.2.B.03,2018,2005,NA,2,0.8411000000000002,PT
AB,Z3.2.B.03,2019,2006,NA,2,0.8745,PT
AB,Z3.2.B.03,2020,2007,NA,2,0.8618000000000001,PT
AB,Z3.2.B.03,2021,2008,NA,2,0.8388000000000001,PT
AB,Z3.2.B.03,2022,2009,NA,2,0.8962,PT
AB,Z3.2.B.03,2023,2010,NA,2,0.8654999999999999,PT
AB,Z3.2.B.03,2014,1997,NA,2,0.9223,PT
AB,Z3.2.B.03,2015,1998,NA,2,0.9021000000000001,PT
AB,Z3.2.B.03,2016,1999,NA,2,0.8981000000000001,PT
AB,Z3.2.B.03,2017,2000,NA,2,0.9305,PT
AB,Z3.2.B.03,2018,2001,NA,2,0.8776,PT
AB,Z3.2.B.03,2019,2002,NA,2,0.9434000000000001,PT
AB,Z3.2.B.03,2020,2003,NA,2,0.8851,PT
AB,Z3.2.B.03,2021,2004,NA,2,0.927,PT
AB,Z3.2.B.03,2022,2005,NA,2,0.8582000000000001,PT
AB,Z3.2.B.03,2023,2006,NA,2,0.8852,PT
AB,Z3.2.B.03,2023,2021,NA,2,0.6397,PT
AB,Z3.2.B.03,2014,2007,NA,2,0.7739000000000001,PT
AB,Z3.2.B.03,2015,2008,NA,2,0.7384000000000001,PT
AB,Z3.2.B.03,2016,2009,NA,2,0.8335000000000001,PT
AB,Z3.2.B.03,2017,2010,NA,2,0.7815000000000001,PT
AB,Z3.2.B.03,2018,2011,NA,2,0.7686000000000002,PT
AB,Z3.2.B.03,2019,2012,NA,2,0.8287,PT
AB,Z3.2.B.03,2020,2013,NA,2,0.7757,PT
AB,Z3.2.B.03,2021,2014,NA,2,0.7536,PT
AB,Z3.2.B.03,2022,2015,NA,2,0.7726000000000001,PT
AB,Z3.2.B.03,2023,2016,NA,2,0.6792,PT
AB,Z3.2.C.04,2014,2001,NA,1+,0.9196000000000001,PT
AB,Z3.2.C.04,2015,2002,NA,1+,0.927,PT
AB,Z3.2.C.04,2016,2003,NA,1+,0.9571000000000001,PT
AB,Z3.2.C.04,2017,2004,NA,1+,0.9464000000000001,PT
AB,Z3.2.C.04,2018,2005,NA,1+,0.9403,PT
AB,Z3.2.C.04,2019,2006,NA,1+,0.9571000000000001,PT
AB,Z3.2.C.04,2020,2007,NA,1+,0.9114000000000001,PT
AB,Z3.2.C.04,2021,2008,NA,1+,0.9024000000000001,PT
AB,Z3.2.C.04,2022,2009,NA,1+,0.9087000000000001,PT
AB,Z3.2.C.04,2023,2010,NA,1+,0.8861000000000001,PT
AB,Z3.2.C.04,2014,1997,NA,1+,0.9341000000000002,PT
AB,Z3.2.C.04,2015,1998,NA,1+,0.9336000000000001,PT
AB,Z3.2.C.04,2016,1999,NA,1+,0.9411000000000002,PT
AB,Z3.2.C.04,2017,2000,NA,1+,0.9591000000000001,PT
AB,Z3.2.C.04,2018,2001,NA,1+,0.9196000000000001,PT
AB,Z3.2.C.04,2019,2002,NA,1+,0.9355,PT
AB,Z3.2.C.04,2020,2003,NA,1+,0.9634000000000001,PT
AB,Z3.2.C.04,2021,2004,NA,1+,0.9514000000000001,PT
AB,Z3.2.C.04,2022,2005,NA,1+,0.945,PT
AB,Z3.2.C.04,2023,2006,NA,1+,0.9656,PT
AB,Z3.2.C.04,2014,2012,NA,1,0.867,PT
AB,Z3.2.C.04,2015,2013,NA,1,0.8440000000000001,PT
AB,Z3.2.C.04,2016,2014,NA,1,0.8199000000000001,PT
AB,Z3.2.C.04,2017,2015,NA,1,0.8205,PT
AB,Z3.2.C.04,2018,2016,NA,1,0.8166000000000001,PT
AB,Z3.2.C.04,2019,2017,NA,1,0.8206,PT
AB,Z3.2.C.04,2020,2018,NA,1,0.8491000000000001,PT
AB,Z3.2.C.04,2021,2019,NA,1,0.8019000000000002,PT
AB,Z3.2.C.04,2022,2020,NA,1+,0.7341000000000001,PT
AB,Z3.2.C.04,2023,2021,NA,1+,0.7240000000000001,PT
AB,Z3.2.C.04,2014,2001,NA,2,0.8883000000000001,PT
AB,Z3.2.C.04,2015,2002,NA,2,0.8880000000000001,PT
AB,Z3.2.C.04,2016,2003,NA,2,0.8849000000000001,PT
AB,Z3.2.C.04,2017,2004,NA,2,0.9281000000000001,PT
AB,Z3.2.C.04,2018,2005,NA,2,0.8759,PT
AB,Z3.2.C.04,2019,2006,NA,2,0.8931000000000001,PT
AB,Z3.2.C.04,2020,2007,NA,2,0.8409,PT
AB,Z3.2.C.04,2021,2008,NA,2,0.8342,PT
AB,Z3.2.C.04,2022,2009,NA,2,0.8715,PT
AB,Z3.2.C.04,2023,2010,NA,2,0.8388000000000001,PT
AB,Z3.2.C.04,2014,1997,NA,2,0.9347,PT
AB,Z3.2.C.04,2015,1998,NA,2,0.8893000000000001,PT
AB,Z3.2.C.04,2016,1999,NA,2,0.9295,PT
AB,Z3.2.C.04,2017,2000,NA,2,0.9239000000000002,PT
